arrow,,
arsis,,
arson,,
artic,,x
asben,,x
ascot,,
ascus,,x
asdic,,x
ashen,,
asher,,
ashes,,
ashet,,x
aside,,
asked,,
asker,,
askew,,
askja,,x
aslef,,x
asoka,,x
aspen,,
asper,,
aspic,,
assad,,x
assai,,x
assay,,x
assen,,
asses,,
asset,,
aster,,
astir,,
aswan,,x
async,,
asyut,,xx
atari,,x
athos,,x
atilt,,x
atlas,,
atman,,x
atoll,,
atoms,,
atomy,,
atone,,
atony,,x
atopy,,x
atrip,,x
attar,,
attic,,
attis,,x
atune,,x
auden,,x
audio,,
audit,,
auger,,
aught,,
augur,,
aulic,,x
aulis,,x
aunts,,
aural,,
aurar,,x
auras,,
auric,,x
aurum,,x
autos,,
auxil,,x
auxin,,
avail,,
avant,,
avast,,
avens,,
avers,,
avert,,
avian,,
avoid,,
avows,,
await,,
awake,,
award,,
aware,,
awash,,
awful,,
awing,,
awoke,,
axers,,x
axial,,
axile,,x
axing,,
axiom,,
axion,,
axles,,
axman,,
axons,,
aydin,,x
ayers,,x
azide,,
azido,,x
azine,,x
azoic,,x
azole,,x
azote,,x
azoth,,x
azure,,
azusa,,x
babar,,
babes,,
babul,,x
babur,,x
baccy,,x
backs,,
bacon,,
baden,,x
badge,,
badly,,
baeda,,x
bagel,,
baggy,,
bagie,,x
bahia,,x
baile,,x
bairn,,x
baits,,
baize,,
bajan,,x
baked,,
baker,,
bakes,,
bakra,,x
bakst,,x
balas,,x
balbo,,x
baldy,,
baled,,
baler,,
bales,,
balkh,,x
balks,,
balky,,
balls,,
balms,,
balmy,,
balpa,,x
balsa,,
banal,,
banat,,x
bandh,,
bands,,
bandy,,
bangs,,
banja,,x
banjo,,
banka,,x
banks,,
banns,,x
barbe,,x
barbs,,
barca,,x
barce,,x
bards,,
bared,,
barer,,
bares,,
barge,,
baric,,x
barks,,
barky,,x
barmy,,
barns,,
barny,,x
baron,,
barre,,
barye,,x
basal,,
based,,
baser,,
bases,,
basic,,
basie,,x
basil,,
basin,,
basis,,
basle,,x
bassi,,
basso,,
baste,,
batch,,
bated,,
bater,,
bates,,
bathe,,
baths,,
batik,,
baton,,
battu,,x
batty,,
batum,,x
bauds,,
baulk,,
bawdy,,
bawls,,
bayed,,
bayle,,x
bayly,,x
bayou,,
bazon,,x
bazoo,,x
beach,,
beads,,
beady,,
beaks,,
beale,,x
beall,,x
beame,,x
beams,,
beamy,,
beano,,x
beans,,
beard,,
bears,,
beast,,
beats,,
beaus,,
beaut,,x
beaux,,x
bebel,,x
bebop,,x
bedew,,x
bedim,,x
beech,,
beefs,,
beefy,,
beens,,
beeps,,x
beers,,
beery,,
beets,,
befit,,
befog,,
befoh,,x
begad,,x
began,,
begat,,x
beget,,
begin,,
begot,,
begum,,x
begun,,
behan,,x
beige,,
beigy,,x
being,,
beira,,x
belah,,x
belay,,
belch,,
belga,,x
belge,,x
belie,,
belle,,
bells,,
belly,,
below,,
belts,,
beman,,x
bench,,
bends,,
bendy,,
bents,,
benue,,x
berar,,x
beret,,
bergs,,x
beria,,x
berio,,x
berks,,x
berne,,x
berry,,
berth,,
berto,,x
beryl,,
beset,,
besom,,x
besot,,x
bests,,
betas,,
betel,,
bethe,,x
betti,,x
bevan,,x
bevel,,
bevin,,x
bevvy,,
bezel,,
bhang,,x
bible,,
bicep,,
biddy,,x
bided,,
bider,,
bides,,
bidet,,
bield,,x
bifid,,x
bight,,x
bigly,,x
bigot,,
bihar,,x
bijou,,
biked,,
biker,,
bikes,,
bikie,,x
bilbo,,
bilge,,
bilgy,,x
bilks,,
bills,,
billy,,
bimah,,x
bimbo,,
binal,,x
binds,,
binge,,
bingo,,
biome,,
biota,,x
biped,,
bipod,,
birch,,
birds,,
biros,,x
birse,,x
birth,,
bison,,
bitch,,
biter,,
bites,,
bitsy,,x
bitty,,
bivvy,,x
blabs,,
black,,
blade,,
blain,,x
blame,,
blanc,,x
bland,,
blank,,
blare,,
blase,,
blast,,
blate,,x
blaze,,
bleak,,
blear,,
bleat,,
bleed,,
bleep,,
blend,,
blent,,x
bless,,
blest,,
blida,,x
bligh,,x
blimp,,
blind,,
blink,,
blips,,
bliss,,
blitz,,
bloat,,
blobs,,
block,,
blocs,,
blois,,x
bloke,,
blond,,
blood,,
bloom,,
bloop,,
blots,,
blown,,
blows,,
blowy,,x
blued,,
bluer,,
blues,,
bluet,,x
bluey,,x
bluff,,
blume,,x
blunt,,
blurb,,
blurs,,
blurt,,
blush,,
blyth,,x
board,,
boart,,x
boast,,
boats,,
bobby,,
bobol,,x
bocci,,
boded,,
bodes,,
bodge,,x
boeuf,,x
boffo,,x
bogan,,x
bogey,,
boggs,,x
boggy,,
bogie,,x
bogle,,x
bogor,,x
bogus,,
bohea,,x
bohol,,x
boies,,x
boils,,
boite,,x
bolas,,
bolet,,x
bolos,,
bolts,,
bolus,,
bombe,,x
bombs,,
bonce,,x
bonds,,
boned,,
boner,,
bones,,
boney,,
bongo,,
bonin,,x
bonne,,x
bonny,,
bonus,,
bonze,,
booby,,
books,,
booky,,x
boole,,x
booms,,
boomy,,x
boong,,x
boors,,
boost,,
booth,,
boots,,
booty,,
booze,,
boozy,,
borak,,x
borax,,
bored,,
boree,,x
borer,,
bores,,
boric,,
borne,,
bornu,,x
boron,,
bosom,,
boson,,
bossa,,x
bossy,,
bosun,,
botan,,x
botch,,
botel,,x
botha,,x
bothy,,x
bough,,
boule,,x
bound,,
bourg,,x
bourn,,
bouse,,x
bouts,,
bovid,,
bowan,,x
bowed,,
bowel,,
bowen,,x
bower,,
bowes,,x
bowie,,x
bowls,,
bowse,,x
boxed,,
boxer,,
boxes,,
boyar,,x
boyer,,x
boyla,,x
boyne,,x
bozen,,x
bozos,,x
brace,,
brach,,x
bract,,x
braes,,x
braga,,
brags,,
brahe,,x
braid,,
brail,,s
brain,,
brake,,
braky,,x
brand,,
brank,,x
brant,,x
brash,,
brass,,
brats,,
brava,,
brave,,
bravo,,
brawl,,
brawn,,
braxy,,x
brays,,
braze,,
bread,,
break,,
bream,,x
breda,,x
brede,,x
breed,,
breve,,
brews,,
briar,,
bribe,,
brick,,
bride,,
brief,,
brien,,x
brier,,x
brigs,,x
brill,,x
brine,,
bring,,
brink,,
briny,,
brisk,,
brist,,x
broad,,
broca,,x
broch,,x
broil,,
broke,,
brome,,x
bromo,,x
bronc,,x
brood,,
brook,,
broom,,
brose,,x
broth,,
broun,,x
brown,,
brows,,
bruin,,
bruit,,x
brume,,
brunt,,
brusa,,x
brush,,
brusk,,
brute,,
bubal,,x
bubby,,x
buber,,x
bucer,,x
buchu,,x
bucko,,x
bucks,,
bucky,,x
buddy,,
budge,,
buffi,,
buffo,,
buffs,,
buggy,,
bugle,,
build,,
built,,
bulba,,x
bulbs,,
bulge,,
bulgy,,
bulks,,
bulky,,
bulla,,x
bulle,,x
bulls,,
bully,,
bumph,,x
bumps,,
bumpy,,
bunch,,
bunco,,
bundh,,x
bundy,,x
bunin,,x
bunko,,x
bunks,,
bunny,,
bunts,,
buoys,,
buran,,x
buret,,x
burin,,x
burka,,x
burle,,x
burly,,
burne,,
burns,,
burnt,,
buroo,,x
burps,,
burro,,
burrs,,
burry,,x
bursa,,x
burse,,x
burst,,
busby,,x
bused,,
buses,,
bushy,,
busra,,x
busts,,
busty,,
butat,,x
butch,,x
buteo,,x
butte,,
butts,,
butty,,x
butut,,x
butyl,,
buxom,,
buyer,,
buzzy,,
bwana,,x
byers,,x
bylaw,,
bylot,,x
bytes,,
bytom,,x
byway,,
cabal,,
cabby,,
caber,,
cabin,,
cable,,
cabob,,z
cacao,,
cache,,
cacti,,
caddy,,
cadet,,
cadge,,
cadre,,
cafes,,
caged,,
cager,,
cages,,
cagey,,
caird,,z
cairn,,
caius,,z
caked,,
cakes,,
calfs,,
calif,,
calix,,z
calla,,z
calls,,
calms,,
calor,,z
calpe,,z
calve,,
calyx,,z
camel,,
cameo,,
campo,,z
camps,,
campy,,
camus,,z
canal,,
candy,,
canea,,z
caned,,
caner,,z
canes,,
canna,,z
canny,,
canoe,,
canon,,
canso,,z
canst,,z
canto,,
canty,,z
caper,,
capes,,
capet,,z
capon,,
cappy,,z
capua,,z
caput,,z
carat,,
carby,,z
cards,,
cared,,
carer,,z
cares,,
caret,,
carew,,z
cargo,,
caria,,z
carle,,z
carne,,z
carny,,
carob,,
carol,,
carom,,
carpi,,z
carps,,
carry,,
carse,,z
carte,,z
carts,,
carty,,z
carve,,
cased,,
cases,,
casks,,
caste,,
casts,,
catch,,
cater,,
cates,,
catty,,
cauca,,z
caulk,,
cause,,
cavan,,z
caved,,
caver,,z
caves,,
cavie,,z
cavil,,z
cawed,,z
cease,,
cecum,,
cedar,,
ceded,,
ceder,,z
cella,,z
celle,,z
cello,,
cells,,
celom,,
cenis,,z
cense,,z
cento,,z
cents,,
ceorl,,z
ceram,,z
ceres,,z
ceria,,z
ceric,,z
cerro,,z
cesta,,z
cesti,,z
ceuta,,z
chafe,,
chaff,,
chain,,
chair,,
chalk,,
champ,,
chant,,
chaos,,
chape,,z
chaps,,
chard,,
chare,,z
charm,,
charr,,z
chars,,
chart,,
chary,,z
chase,,
chasm,,
chats,,
cheap,,
cheat,,
check,,
cheek,,
cheep,,z
cheer,,
chefs,,
cheju,,z
chela,,z
chelp,,z
cheng,,z
chert,,z
chess,,
chest,,
chewa,,z
chews,,
chewy,,
chiat,,z
chiba,,z
chick,,
chide,,
chief,,
child,,
chili,,
chill,,
chimb,,z
chime,,
chimp,,
china,,
chine,,z
ching,,z
chink,,
chino,,
chins,,
chios,,z
chips,,
chirm,,z
chirp,,
chits,,
chive,,
chivy,,z
chock,,
choir,,
choke,,
choko,,z
choky,,
choli,,z
chomp,,
choof,,z
chook,,z
choom,,z
chops,,
chord,,
chore,,
chose,,
chota,,z
chott,,z
choux,,z
chubb,,z
chubs,,z
chuck,,
chufa,,z
chuff,,
chugs,,
chump,,
chums,,
chunk,,
churl,,
churn,,
churr,,z
chute,,
chyle,,z
chyme,,z
cider,,
cigar,,
cilia,,
cimex,,z
cimon,,z
cinch,,
cinna,,z
circa,,
cirri,,z
cisco,,z
cited,,
cites,,
civet,,
civic,,
civie,,z
civil,,
civvy,,z
clack,,
clads,,
claim,,
clamp,,
clams,,
clang,,
clank,,
clans,,
claps,,
claro,,z
clary,,z
clash,,
clasp,,
class,,
clave,,
claws,,
clays,,
clean,,
clear,,
cleat,,
cleck,,c
cleek,,s
clefs,,
cleft,,
cleon,,c
clepe,,c
clerk,,
click,,
cliff,,
climb,,
clime,,
cline,,
cling,,
clink,,
clips,,
cloak,,
clock,,
clods,,
clogs,,
clomb,,c
clomp,,c
clone,,
clonk,,c
clops,,c
close,,
cloth,,
cloud,,
clout,,
clove,,
clown,,
clubs,,
cluck,,
clues,,
clump,,
clung,,
clunk,,
cluny,,c
clvii,,
clwyd,,c
clxii,,c
clxiv,,c
clxix,,c
clxvi,,c
clype,,c
coach,,
coact,,c
coals,,
coapt,,c
coast,,
coati,,c
coats,,
cobby,,c
cobia,,c
coble,,c
cobra,,
cocci,,c
cocks,,
cocky,,
cocoa,,
cocos,,c
coded,,
coder,,
codes,,
codex,,
codon,,
coeds,,
coeur,,c
cogon,,c
coign,,c
coils,,
coins,,
coire,,c
cokes,,
colds,,
coles,,c
colet,,c
coley,,c
colic,,
colly,,c
colog,,c
colon,,
color,,
colts,,
colum,,c
colza,,c
comae,,c
comas,,
combe,,c
combo,,
combs,,
comer,,
comes,,
comet,,
comfy,,
comic,,
comma,,
commo,,c
compo,,c
comte,,c
conan,,c
conch,,
condo,,
coned,,
cones,,
coney,,
conga,,
conic,,
conks,,
conto,,c
cooch,,c
cooee,,c
cooks,,
cooky,,c
cools,,
coomb,,c
coons,,c
coops,,
coopt,,c
copal,,c
coped,,
coper,,
copes,,
copra,,c
copse,,
coral,,
corby,,c
cords,,
cored,,
corer,,
cores,,
corfu,,c
corgi,,
corks,,
corky,,c
corno,,c
corns,,
cornu,,c
corny,,
corot,,c
corps,,
corse,,
cosec,,c
coset,,c
cosmo,,c
costa,,c
costs,,
cotan,,c
cotta,,c
cotty,,c
couch,,
cough,,
could,,
count,,
coupe,,
coups,,
court,,
couth,,
coven,,
cover,,
coves,,
covet,,
covey,,
covin,,c
cowed,,
cower,,
cowes,,
cowls,,
cowry,,x
coyly,,
coypu,,c
cozen,,c
crabs,,
crack,,
craft,,
crags,,
crake,,x
cramp,,
crams,,
crane,,
crank,,
crape,,x
craps,,
crash,,
crass,,
crate,,
crave,,
crawl,,
craze,,
crazy,,
creak,,
cream,,
credo,,
creed,,
creek,,
creel,,
creep,,
crepe,,
crept,,
crepy,,c
cress,,c
crest,,
crewe,,c
crews,,
cribs,,
crick,,
cried,,
crier,,
cries,,
crime,,
crimp,,
crisp,,
criss,,
croak,,
croce,,c
crock,,
croft,,
crone,,
cronk,,c
crony,,
crook,,
croon,,
crops,,
crore,,
cross,,
croup,,
crowd,,
crown,,
crows,,
croze,,c
cruck,,c
crude,,
cruel,,
cruet,,
cruft,,c
crumb,,
crump,,
crura,,c
cruse,,c
crush,,
crust,,
crwth,,c
cryer,,
crypt,,
cryst,,c
cubby,,
cubeb,,c
cubed,,
cuber,,
cubes,,
cubic,,
cubit,,
cuddy,,c
cuffs,,
cufic,,c
cuing,,
culch,,c
culet,,c
culls,,
cully,,
culpa,,
cults,,
cumae,,c
cumin,,
cuneo,,c
cupel,,c
cuppa,,c
cuppy,,c
curbs,,
curch,,c
curds,,
cured,,
curer,,
cures,,
curet,,
curia,,
curie,,
curio,,
curls,,
curly,,
curry,,
curse,,
curst,,
curve,,
curvy,,
cusco,,c
cusec,,
cushy,,
cusps,,
cutch,,c
cuter,,
cutes,,
cutey,,
cutie,,
cutin,,c
cutis,,c
cutty,,c
cutup,,
cuzco,,c
cyber,,
cycad,,
cycle,,
cyclo,,c
cyder,,c
cylix,,c
cymar,,c
cymru,,c
cynic,,
cysts,,
cyton,,c
dacha,,
dacia,,c
daddy,,
dadra,,c
daffy,,
dagan,,c
dagga,,c
dagon,,c
dahna,,c
daily,,
dairy,,
daisy,,
dalai,,c
dales,,
dally,,
damed,,c
damns,,
damps,,
dance,,
dandy,,
daraf,,c
dared,,
darer,,c
dares,,
daric,,c
dario,,c
darks,,
darns,,
darry,,c
darts,,
dated,,
dater,,
dates,,
datuk,,c
datum,,
daube,,c
daubs,,
daunt,,
davao,,c
davit,,
dawes,,c
dawns,,
dayak,,c
dayan,,c
dazed,,
dazes,,
deals,,
dealt,,
deans,,
dears,,
deary,,x
death,,
debag,,x
debar,,
debit,,
debts,,
debug,,
debus,,x
debut,,
debye,,x
decal,,
decay,,
decks,,
decor,,
decoy,,
decry,,
dedal,,x
deeds,,
deems,,
deeps,,
deers,,
defat,,x
defer,,
defoe,,x
defys,,x
degas,,x
degum,,x
dehra,,x
deify,,
deign,,
deism,,
deist,,
deity,,
dekko,,x
delay,,
delft,,x
delis,,
dells,,
delta,,
delve,,
demit,,x
demob,,x
demon,,
demos,,x
demur,,
denim,,
deniz,,x
dense,,
dents,,
denys,,x
depot,,
depth,,
derby,,
derma,,
derry,,
desai,,x
desex,,x
desks,,
detab,,x
deter,,
deuce,,
devil,,
dewan,,x
dewar,,x
dewed,,
dhobi,,x
dhole,,x
dhoti,,x
dials,,
diary,,
diazo,,x
dicer,,
dices,,
dicey,,
dicks,,x
dicky,,x
dicta,,
diets,,
diety,,x
dieux,,x
dight,,x
digit,,
dijon,,x
diker,,x
dikes,,
dildo,,x
dilly,,x
dimer,,x
dimes,,
dimly,,
dinar,,
dined,,
diner,,
dines,,
dinge,,x
dingo,,
dingy,,
dinky,,
diode,,
dipod,,x
dippy,,x
direr,,
dirge,,
dirts,,
dirty,,
disco,,
discs,,
dishy,,
disks,,
ditch,,
ditto,,
ditty,,
divan,,
dived,,
diver,,
dives,,
divot,,
divvy,,
dizen,,x
dizzy,,
djaja,,x
dobby,,x
dobla,,x
dobro,,
docks,,
dodge,,
dodgy,,
dodos,,
doers,,
doffs,,
doggo,,x
doggy,,
dogma,,
doily,,
doing,,
dolby,,x
dolce,,x
doled,,
doles,,
dolls,,
dolly,,
dolor,,
domed,,
domes,,
donau,,x
donee,,x
donga,,x
donne,,x
donny,,x
donor,,
donut,,
dooms,,
doorn,,x
doors,,
doped,,
doper,,
dopes,,
dopey,,
dormy,,x
dorty,,x
dosed,,
doses,,
dotal,,
doted,,
doter,,
dotes,,
dotty,,
douai,,x
douay,,x
doubs,,x
doubt,,
douce,,x
dough,,
doura,,x
douro,,x
douse,,
dovap,,x
dover,,x
doves,,
dowdy,,
dowel,,
dower,,
downs,,
downy,,
dowry,,
dowse,,x
doyen,,
dozed,,
dozen,,
dozer,,
dozes,,
drabs,,
draff,,x
draft,,
drags,,
drail,,x
drain,,
drake,,
drama,,
drank,,
drape,,
drava,,x
drawl,,
drawn,,
draws,,
dread,,
dream,,
drear,,x
dreck,,
dregs,,
dress,,
dribs,,
dried,,
drier,,
dries,,
drift,,
drill,,
drily,,
drink,,
drips,,
drive,,
droit,,
droll,,
drone,,
droob,,x
drool,,
droop,,
drops,,
dross,,
drove,,
drown,,
drugs,,
druid,,
drums,,
drunk,,
drupe,,x
dryad,,x
dryer,,
dryly,,
duals,,
dubai,,x
ducal,,
ducat,,
duces,,
duchy,,
ducks,,
ducky,,
ducts,,
duels,,
duero,,x
duets,,
dukes,,
dulia,,x
dulls,,
dully,,
dulse,,x
dumas,,x
dumka,,x
dummy,,
dumpo,,x
dumps,,
dumpy,,
dunaj,,x
dunce,,
dunes,,
dungy,,
dunne,,x
dunno,,
dunny,,x
duomo,,x
duped,,
duper,,
dupes,,
duple,,
duppy,,x
duque,,xx
durex,,x
duros,,x
durra,,x
durst,,x
durum,,x
durzi,,x
dusky,,
dusts,,
dusty,,
duvet,,
dwale,,x
dwarf,,
dwell,,
dwelt,,
dyads,,
dyers,,
dyfed,,x
dying,,
dykes,,
dyula,,x
eager,,
eagle,,
eagre,,x
eanes,,x
eared,,
earls,,
early,,
earns,,
earom,,x
earth,,
eased,,
easel,,
easer,,x
eases,,
easts,,x
eaten,,
eater,,
eaves,,
ebbed,,
eblis,,x
ebony,,
echos,,
eclat,,
edale,,x
edema,,
edged,,
edger,,
edges,,
edict,,
edify,,
edile,,
edits,,
educe,,
educt,,
eerie,,
egads,,
egest,,x
egged,,
egger,,
egret,,
eider,,
eiger,,x
eight,,
eject,,
eking,,
eland,,
elate,,
elbow,,
elder,,
elect,,
elegy,,
eleia,,x
elemi,,x
elfin,,
elgon,,x
elide,,
elisp,,x
elite,,
ellie,,
elmer,,x
elope,,
elroy,,x
elsan,,x
elude,,
elute,,
elver,,x
elves,,
elvis,,x
elyot,,x
emacs,,
email,,
embay,,x
embed,,
ember,,
embow,,
embus,,x
emcee,,
emden,,x
emend,,
emery,,
emits,,
emmen,,x
emmer,,
emote,,
empty,,
enact,,
enate,,x
ended,,
ender,,
endow,,
endue,,
enema,,
enemy,,
enjoy,,
ennis,,x
ennui,,
enrol,,x
enrol,,x
ensor,,x
ensue,,
enter,,
entry,,
enugu,,x
enure,,
enver,,x
envoi,,x
envoy,,
enzed,,x
eolic,,x
eosin,,
epact,,
ephah,,x
ephod,,
ephor,,x
epics,,
epoch,,
epode,,
epoxy,,
eprom,,
equal,,
equip,,
erase,,
erect,,
ergot,,
erith,,
erode,,
erose,,
erred,,
error,,
eruct,,
erupt,,
esaki,,x
escot,,x
esher,,x
esker,,
espoo,,x
essay,,
ester,,
estop,,
ether,,
ethic,,
ethos,,
ethyl,,
etude,,
etzel,,x
eucre,,x
eupen,,x
evade,,
evens,,x
event,,
evert,,
every,,
evict,,
evils,,
evite,,
evoke,,
exact,,
exalt,,
exams,,
excel,,
exeat,,x
exert,,
exile,,
exine,,x
exist,,
exits,,
expel,,
expos,,x
extol,,
extra,,
exude,,
exult,,
eyers,,x
eying,,x
eyots,,x
eyrie,,x
eyrir,,x
fable,,
fabre,,x
faced,,
facer,,
faces,,
facet,,
facia,,
facto,,
facts,,
faded,,
fader,,
fades,,
fadge,,x
faery,,x
faial,,x
fails,,
faint,,
fairs,,
fairy,,
faith,,
faked,,
faker,,
fakes,,
fakir,,
falls,,
false,,
falun,,x
famed,,
fames,,
fancy,,
fango,,x
fangs,,
fanon,,x
faqir,,
farad,,
farce,,
farci,,x
farcy,,
fared,,
farer,,
fares,,
farms,,
fasts,,
fatah,,x
fatal,,
fated,,
fates,,
fatly,,x
fatso,,x
fatty,,
faugh,,x
fault,,
fauna,,
fauve,,x
favor,,
favus,,x
fawns,,
fawny,,
faxes,,
fayum,,x
fazed,,
fazes,,
fears,,
feast,,
feats,,
feaze,,x
fecal,,
feces,,
feeds,,
feels,,
feeze,,x
feign,,
feint,,
feist,,
fella,,x
fells,,
felon,,
felts,,x
femme,,
femur,,
fence,,
fenny,,x
feoff,,x
feral,,
feria,,
ferns,,
ferny,,
ferro,,x
ferry,,
fesse,,x
fetal,,
fetch,,
feted,,
fetes,,
fetid,,
fetor,,
fetus,,
feuds,,
fever,,
fewer,,
fezes,,x
fiats,,
fiber,,
fibre,,
fibro,,x
fiche,,
fichu,,x
ficus,,
fidel,,x
fidge,,x
fidus,,x
field,,
fiend,,
fieri,,x
fiery,,
fifth,,
fifty,,
fight,,
filar,,
filch,,
filed,,
filer,,
files,,
filet,,
fille,,x
fills,,
filly,,
films,,
filmy,,
filth,,
filum,,
final,,
finch,,
finds,,
fined,,
finer,,
fines,,
fingo,,x
finis,,
finny,,
fiord,,
fiori,,
fired,,
firer,,
fires,,
firma,,
firms,,
firry,,
first,,
firth,,
fishy,,
fists,,
fitly,,
fiume,,
fiver,,
fives,,
fixed,,
fixer,,
fixes,,
fizzy,,
fjord,,
flack,,
flags,,
flail,,
flair,,
flake,,
flaky,,
flamb,,x
flame,,
flank,,
flaps,,
flare,,
flash,,
flask,,
flats,,
flaws,,
flaxy,,
fleam,,x
fleas,,
fleck,,
fleer,,
flees,,
fleet,,
flesh,,
flews,,
flexo,,x
flick,,
flier,,
flies,,
fling,,
flint,,
flips,,
flirt,,
flite,,
flits,,
float,,
flock,,
floes,,
flogs,,
flong,,
flood,,
floor,,
flops,,
flora,,
flory,,
floss,,
flour,,
flout,,
flown,,
flows,,
flubs,,
fluff,,
fluid,,
fluke,,
fluky,,
flume,,
flump,,x
flung,,
flunk,,
fluor,,
flush,,
flute,,
flyby,,
flyer,,
flyte,,
foals,,
foams,,
foamy,,
focal,,
focus,,
foehn,,
fogey,,
foggy,,
foils,,
foist,,
folds,,
folia,,
folic,,
folie,,x
folio,,
folks,,
folly,,
fonda,,x
fonds,,
fonts,,
foods,,
fools,,
foots,,
footy,,x
foray,,
forby,,x
force,,
fordo,,x
fords,,
forge,,
forgo,,
forks,,
forky,,
forma,,
forme,,x
forms,,
forte,,
forth,,
forts,,
forty,,
forum,,
fossa,,
fosse,,x
fouls,,
found,,
fount,,
fours,,
fovea,,
fowey,,x
fowls,,
foxed,,
foxes,,
foyer,,
frags,,
frail,,
frame,,
franc,,
frank,,
frass,,
fraud,,
frays,,
freak,,
freed,,
freer,,
frees,,
freon,,
fresh,,
frets,,
friar,,
fried,,
frier,,
fries,,
frill,,
frisk,,
frito,,x
frizz,,
frock,,
frogs,,
frome,,x
fromm,,x
frond,,
frons,,
front,,
frore,,x
frost,,
froth,,
frown,,
froze,,
fruit,,
frump,,x
fryer,,
ftper,,x
fubsy,,x
fucks,,x
fucus,,
fudge,,
fuels,,
fugal,,
fugio,,x
fugue,,
fully,,
fumed,,
fumes,,
fundi,,x
funds,,
fundy,,
fungi,,
fungo,,x
funky,,
funny,,
furan,,
furor,,
furry,,
furze,,x
fused,,
fusee,,
fuses,,
fusil,,
fussy,,
fusty,,
fuzzy,,
fylde,,x
gabar,,x
gabby,,
gable,,
gabor,,x
gadid,,x
gaffe,,
gaffs,,
gaged,,
gager,,
gages,,
gaily,,
gains,,
gaits,,
gaius,,x
galah,,x
galba,,x
galea,,x
galen,,x
gales,,
galle,,
galls,,
galop,,
galvo,,
gamba,,
gamed,,
games,,
gamey,,
gamic,,
gamin,,
gamma,,
gamut,,
gance,,x
gandy,,
gangs,,
ganja,,
ganof,,x
gaped,,
gaper,,
gapes,,
gappy,,
garam,,x
garbo,,x
garda,,x
garde,,
garth,,x
gases,,
gasps,,
gassy,,
gated,,
gates,,
